comment_id,text,author,likes,replies,time,time_parsed
Ugzwr3oIAFL-uTfVEkd4AaABAg,"STOP MBG, STOP KOPDES MERAH PUTIH, TURUNIN PR*BOW SKALIAN..!!!!!!!!!!  ☣️☢️☠️⚠️",@eonnatan,0,,3 minggu yang lalu,1779546141.43574
Ugw0bpJHysbtd650uad4AaABAg,Pesan ko leon adalah 'RASA TAKUT TAKAN MEMANJANGKAN UMURMU',@fellarumilovely5052,2,,3 minggu yang lalu,1779546141.43574
UgxwSI3b9_tUrdsoIpV4AaABAg,Sayangnya pemangku kepentingan 7 + 3 = 12 : 4=  5😂,@umahrizky,0,,3 minggu yang lalu,1779546141.440125
UgzONoiwoElAuyunH0Z4AaABAg,"Kalau Bro Leon memang yakin dengqn penjelasan kenapa mata uang melemah dan menguat secara pasti. Bro leon tidak akan membuat podcast bisnis lagi, anda akan sangat kaya sampai akhir hayat dengan Trading mata uang forex menggunakan leverage.",@zerotoowner,0,,3 minggu yang lalu,1779546141.442463
UgwlbN02UIIWgLaqSJl4AaABAg,BI sudah naikin suku bunga 0'5% lhoo,@rinckeshawn-uz2mq,0,,3 minggu yang lalu,1779546141.442463
UgwOUPInD7Tydt9vYg94AaABAg,"kerana melemahnya berpanjagan dan berterusan, maka iayanya biasa-biasa aja.. seperti Experimen Katak di rebus pelan-pelan tidak terasa panas tiba-tiba mati.",@citacitajutawan,0,,3 minggu yang lalu,1779546141.442463
UgwMrfreU_VQ_6G6RdN4AaABAg,"presiden Habibie sang pencipta teknologi pesawat terbang membuat rupiah menguat terhadap dollar 
presiden Wowo sang pencipta import teknologi pesawat tempur membuat rupiah lemah terhadap dolar+ IHSG ambruk+ rakyat Indonesia maluuu dengan statement pidatonya...jangan pindah ke NTT daerah belu transaksi jual beli pake dollar AS",@JAYADIKUSUMA-y2b,0,,3 minggu yang lalu (diedit),1779546141.442463
UgxAkuSP_hRj4mo6zS14AaABAg,"Serasa kuliah, thanks ko ilmunya! Sering2 bikin konten gini 🙏🏼",@Hendrwn,2,,3 minggu yang lalu,1779546141.442463
UgxRRdvFSmLlSib21_x4AaABAg,SAHKAN RUU PERASAAN ASET biar jera tuh koruptor,@Ciluk_BaCh,0,,3 minggu yang lalu,1779546142.493628
UgyM0A9s1sFlVi5GNkB4AaABAg,makasih Ko Leon,@kardady,0,,3 minggu yang lalu,1779546142.493628
Ugy4QWS_7FaIru7qgpl4AaABAg,Bubarkan utusan2 khusus dan jabatan wamen. Kalau mau efisien,@antonifajarai4294,0,,3 minggu yang lalu,1779546142.493628
UgxPZo_OMCZfuW04OFV4AaABAg,Kalau emas cocok tidak kak untuk melindungi nilai aset kita?,@LuckyHokiShop-z8p,0,,3 minggu yang lalu,1779546142.493628
UgyoV-9lr9I4QrKE_VV4AaABAg,"Saya hidup didesa, saya kalau belanja pakai daun😂",@MuhammadSholihin-pj4ff,0,,3 minggu yang lalu,1779546142.508051
UgxFrS9Kr1M-kymTTNt4AaABAg,Ringgit Kukuh mnakala Rupiah lemah ..Bgitulah jika negara dipimpin oleh org bodoh..Syukur jadi rkyat Malaysia ..,@lloqBijan2020,0,,3 minggu yang lalu,1779546142.508051
UgyR9RNNwYC3amLJU214AaABAg,Kami selalu berdoa utk kebaikan negri ini ayooo rakyat semua satukan tangan utk melawan mereka yg jahat jgn sampe terulang peristiwa 98 jgn sampai jatuh ke lubang yg sama kita pasti BISAA kita pasti KUAT hidup INDONESIA hidup pa PRABOWO GIBRAN hidup rakyat INDONESIA 💪💪💪💪💪💪 kini saatnya menunjukan kepada dunia siapa sebenarnya INDINESIA kami bangsa besar kami bangsa kuat💪💪💪💪💪,@asepbudi118,0,,3 minggu yang lalu,1779546142.508051
Ugx7PWdS5xHpHfGCC5F4AaABAg,Makin suram sih...pengamat kasi saran tapi bebal.. begitulah orang dungu.. bodoh di habisin sendiri.. investor jg menghindari klo tidak ada kepastian di sawitzerland,@taufik_kenno,0,,3 minggu yang lalu,1779546142.508051
Ugw1sctU7Fh6U15aY9J4AaABAg,"Om semoga baca pesan ini, kalo boleh di upgrade mic nya om, sangat kasar banget dan berpasir, banyak mic proper dan nyaman kalo di dengar, saya penonton setia jadi ga betah kalo pake TWS atau headset, jauh banget kalo abis nonton dari ferry irwandi dan astronacci, halus banget suara videonya dan ga berpasir kaya gini",@marvin_art,0,,3 minggu yang lalu,1779546142.508051
Ugx2msIMxuzuqLQDcR54AaABAg,"leon cuman bisa ""misalnya""-""misalnya"" terus dari awal sampai akhir, gak bisa eksekusi secara nyata (ini cuma joke ya)

but nice video sih, bisa jelasin pakai data dan fakta juga",@bresi1171,0,,3 minggu yang lalu,1779546142.508051
UgwveMk7-CSSmPkAiEt4AaABAg,bkn cmn dollar yg menguat tpi emng rupiahnya aja yg ampass,@ophayyyyy,0,,3 minggu yang lalu (diedit),1779546142.508051
Ugx_sYrTU5IMzzs3PTx4AaABAg,"memang udah benar jalan gw..
dari tahun 2017 gw selalu invest di saham2 USA dan tak pernah di IHSG.
dan stiap cuan yg gw dapat langsung gw simpan dalam bentuk US dolar dari tahun 2017.",@JOEX3D,0,,3 minggu yang lalu,1779546142.508051
Ugz6One7DO_eXnqyU5t4AaABAg,"kepastian hukum? liat tuh bos djarum yg dapet penghargaan wajib pajak teladan. Begitu dia nolak setor ke ""you know who"", langsung jadi pesakitan. Pegimana loe yg bukan wajib pajak teladan.",@robyroby-ht6zr,0,,3 minggu yang lalu,1779546142.508051
UgwIpn781hzNnNp_ntZ4AaABAg,"bos indon ngak kena pajak lagi bos .. beda sama FR .. indon pajak ditanggung gov .. jadi pure , problemnya cuma indon itu kalo dalam USD begitu idr turun banyak itu indon turun lagi",@2c007,0,,3 minggu yang lalu,1779546142.508051
UgweKHXsNNUC84L1yi94AaABAg,"Gila inflasi 30% dlm setahun bisa kaya raya jika dpt bunga kaya gitu, gaji aja ngak naik 2% setahun aja berat, yah  pantes memang inflasi dlm negara sendiri biangkeroknya. Yah 2026 lebih parah secara ekonominya tapi politik ngak sama kaya 98 krn pakar koruptor sdh 100% bersatu ambil langkah lebih baik dengan cara korupsi resmi tanpa diganggu rakyat..😂😂😂,.. cek sendiri program pemerintah apa benar berpihak ke rakyat atau  kita sdh tauh semua.. wkwkwkwkw",@yuliyuli8987,0,,3 minggu yang lalu (diedit),1779546142.524092
UgwDO1WZQPG_Xi9zgp94AaABAg,hari ini 17.8 koh Leon... kayaknya bakalan ada videonya trus nich sampe 20.0,@aryoarsianto4632,0,,3 minggu yang lalu,1779546142.526483
UgyaJbRjWjY82c9jvQt4AaABAg,pejabat kita terlalubodoh untuk memahami ini bang leon...,@jajangnurjaman3697,0,,3 minggu yang lalu,1779546142.52849
UgxOnOuoPKORs3IsYYt4AaABAg,"Literasi yang sangat BAIK & PRAKTIS, Koh... Tks 👍🙏",@liveandletlive4215,1,,3 minggu yang lalu,1779546142.530489
Ugy4JQfRRktc9oVpBot4AaABAg,intinya : kesejahteraan bangsa TERGANTUNG dari MORALITAS para pemimpin dan para pejabat negara,@hpagalla,5,,3 minggu yang lalu,1779546142.53149
Ugzui6ryeTsq7UQzdaJ4AaABAg,"panggil hengky dulu, mau denger dia soal Saham Sini, wkwkwkwkwkwkwkwkw",@Dragonn007,0,,3 minggu yang lalu,1779546142.53349
UgyZlAT9-0e1HXXrYCB4AaABAg,Apa yg mau diharapkan sama pemimpin yg gak kompeten,@rhzcb,0,,3 minggu yang lalu,1779546142.860072
UgwsRqMvyhjinTiyH8N4AaABAg,"pertanyaan apakah memang sengaja dilemahkan dengan tujuan strategis pemerintah ? walau negara lain juga terdampak oleh dolar us, tapi rasa2 nya turunnya nominal rupiah tidak seperti negara lain (kalo itu mau di bandingkan). tapi apa tujuannya ?",@dalfarosi,0,,3 minggu yang lalu,1779546142.867274
Ugx3ZHEpzxO3FU5SbKZ4AaABAg,"Thank you, Leon untuk insightnya! 
Podcast ini selalu menawarkan alternatif solusi -growth mindset. Like.. yeah we're fucked up. Now what? Dan langsung bedah masalah dan menawarkan solusi. 
We're in this together...! 🤝Xie xieeeee!!!
Wowo n gank gak diajak tapi 😝",@riesusbandayani,1,,3 minggu yang lalu,1779546142.867274
Ugy_aXDmde2WW24CI4N4AaABAg,"Kepercayaan gue ke program pemerintah sndri rendah skrg
Terkahir gue beli Obligasi pemerintah saat jaman jokowi
Era prabowo sama skli belum pernah beli lagi.

1. Gue lebih bisa ngitung multiplier efek dari pembangunan infrastruktur yang masih perputaran uangnya akan gimana dan negara akan dapat peningkatan uang seperti apa. Dan jujur aja nilai asetku berkembang banget di era ini karena ekonomi di bawah tidak terkonsentrasi ke 1 sektor karena yg kena multiplier atau penerima manfaatnya inderict banyak. Alhasil penerimaan pajak peniliaan ku akan naik, dan disitu gue tau utang yg gue kasih uangnya bisa dikembaliin gimana karena golongan menengahnya naik dan punya uang. 
2. Era prabowo sekarang semuanya terkonsentrasi perputaran uangnya dan penghentian banyak infrastruktur strategis plannya, uang yg sangat besar itu cuma ada di sektor fnb dengan mbgnya sektor diluar itu agak susah untuk dapet cipratan manfaatnya, uang besar itu cuma ada di sektor alutsista yang bahkan bukan untuk rnd dalam negri tapi langsung di setor ke luar negri sekli lagi gda manfaat yang bisa dirasakan indirect diluar sektor itu. Dan ada lagi kopdes yang malah coba matiin alfamart dan indomaret yg malah makin matiin yg industri yang udah jalan. Dll semua programnya terkesan grande tapi uang dan penerima manfaat indirect nya terkonstrasi. Gue gtw gimana cara uang gue dibalikin kalau gue beli obligasinya, bahkan klo ini perusahaan pun gue juga ragu kasih utang klo sumber uang mereka dan spending mereka terlalu terkonsentrasi di beberapa titik saja dalam kategori ekstrim.",@ribkahelindra8720,0,,3 minggu yang lalu,1779546142.867274
Ugw5ueWag-17QbDB8Ld4AaABAg,"makasih ko Leon, sehat selalu, GBU",@miraseptiana7,1,,3 minggu yang lalu,1779546142.867274
Ugxh0i0mFgH8lt4dz_14AaABAg,PRABOWO ITU SURUH DIAM SAJALAH...!!!! OMONGAN KELAS BOCAH SOK JADI PRESIDEN...!!,@Luffy-ds8py,0,,3 minggu yang lalu,1779546142.874431
UgzHk8JRTAfnOF5YJm94AaABAg,Andry Hakim mana bro,@delta7520,0,,3 minggu yang lalu,1779546142.875788
UgzkR6gCT9k4I-qXfx94AaABAg,Bro Leon lo benar kasih paham publik tapi masalanya bagi kita rakyat jelantah krocomumet ini gaji tidak naik maka ancamanya selalu PHK 2 terus itulah yang bikin kita ngamuk mendadak nanti,@romulo8849,0,,3 minggu yang lalu,1779546142.878265
UgzbsDqqvrD9WJHpfFp4AaABAg,"Thanks, GBU! Gw pribadi usd di kripto terus earn fleksible ko :D",@michaelevanojunior,0,,3 minggu yang lalu,1779546142.880264
UgxnMDh9GcYu95zngiB4AaABAg,"Setelah ini pasti bermunculan survey survey Kepercayaan rakyat kepada pemerintah 99,9% wkwkw",@ahmadiofficial4398,0,,3 minggu yang lalu,1779546142.881265
Ugx9IsvTEWgZhdBCcRh4AaABAg,"eMBeGeeeeeeeeeeeee...... 
Hidup jokowiiiiiii...! 
Hanya itu dipikirannya... 
Masih lebih hebat ketua kelas gua dulu masih TK",@DeanFerhy,0,,3 minggu yang lalu,1779546142.883481
UgyfDD5YR6YLuVFC5aF4AaABAg,"orang indonesia banyak yg pinter, tapi yg duduk di pemerintahan pada tolol semua . kocak .",@hiddenguy7731,0,,3 minggu yang lalu,1779546142.885491
UgzY33EZe3cnEAoPCQZ4AaABAg,"MERDEKA itu artinya BEBAS dari PENJAJAHAN/PENINDASAN dari negara lain (Jepang, dll) atau PENGUSAHA/INVESTOR (VOC, dll)

Adapun MODAL AWAL untuk mewujudkan KEMERDEKAAN Indonesia itu adlh dg MERAMPAS Pabrik2 atau Perusahaan2 milik PENJAJAH (pengusaha/investor), yg 

bila Pabrik2 atau Perusahaan yg sahamnya 100% dimiliki oleh NEGARA (RAKYAT) itu terus diperbanyak, maka

KETERGANTUNGAN pd PENGUSAHA/INVESTOR akan semakin berkurang, sehingga NEGARA (RAKYAT) RI tdk lagi bergantung pd PENGUSAHA/INVESTOR dlm MENGURANGI jmlh PENGANGGURAN, KEMISKINAN, dll
Ma'af jika saya salah. Rahayu...Rahayu....Rahayu",@Qilaa6789,0,,3 minggu yang lalu,1779546142.885491
UgzECOpA7M4BTeGuG_54AaABAg,"Long story short, jadi intinya tuker Rp kita ke dollar? Makin banyak sell offnya? 

Great insight untuk cari usaha lokal yang omzetnya dollar. But Any other thoughts untuk tetep jaga dalam ekosistem indonesia?",@AdityaJulio,0,,3 minggu yang lalu (diedit),1779546142.885491
UgxOAkwBtNJcuKI6GTp4AaABAg,"Cara penjelasan dan komunikasi yang bagus. Bisa jadi jalan tengah utk mendapatkan informasi berdasarkan data. Dibandingkan melihat berita/social media yang hanya menghighlight sisi positif atau negatif secara berlebihan.

Kalau gaya komunikasi pemerintahan kita seperti ini, mungkin rakyatnya juga bisa lebih tenang.",@abangkisp,0,,3 minggu yang lalu,1779546142.89112
UgzONeMzjtFZ3mDf3S94AaABAg,Makasih ilmunya koh.,@whoasd,0,,3 minggu yang lalu,1779546142.892142
UgzIQMtscUt8-rPMrb14AaABAg,Sedunia mengalami krisis yg sama. Tapi cmn indo disekitar ASEAN yg jatohnya segininya dgn potensi dalam negeri dan sumber daya yg ada jauh lebih daeri negara tetangga lain. Ya artinya murni kebodohan pemerintahannya,@Roxst1905,0,,3 minggu yang lalu (diedit),1779546142.894712
UgwpjkOsu7ii4oa2n754AaABAg,gak ada kebijakan yg gk ad efek negatifnya. semua ada tradeoff jgn terlalu idealis,@pencarirupiah2858,0,,3 minggu yang lalu,1779546142.894712
UgxdKoSzITMaH2pPrJ94AaABAg,pasti   salah  asing asenk  ahok aguan  soros,@c5x6xserx11z1uxse,0,,3 minggu yang lalu,1779546142.894712
UgxObNajxUDySFAqzQV4AaABAg,pemimpin bobrok,@Bikolbalado,0,,3 minggu yang lalu,1779546142.894712
UgzT3CWMALlbOi5Ix5V4AaABAg,"Itu  urusan peme rintah 
Urusan loe  jaga  value kekayaan loe ,
Sebelum   kemakan devaluasi , dan inflasi  !!

Beli  valas atau emas 
Cepetan  bro !!",@irwantrahmat9441,0,,3 minggu yang lalu,1779546143.258953
UgycT1Z8cljq_GWFKEZ4AaABAg,"Ijin koreksi ko Leon, untuk INDON/INDOIS tidak dikenakan pajak karena pajak ditanggung oleh pemerintah.",@nandaviriya4111,0,,3 minggu yang lalu,1779546143.258953
UgzyUKTJ6f1QoDm4aJN4AaABAg,"gimana mau menguat rupiah, wong presiden nya aja gak peduli. kan rakyat desa gak pake dolar. santai aja pasti usdidr naik.",@nikkokurniawan2746,0,,3 minggu yang lalu,1779546143.258953
Ugy1CHQU_-0MN3IujI14AaABAg,"""USD melemah terhadap Advance/Emerging market, IDR melemah terhadap USD"" :D",@tradernubie2041,0,,3 minggu yang lalu,1779546143.258953
UgzJMEmeLX6L9ZGik1l4AaABAg,"solusinya ekonom2 perlu di kasih MBeGe, supaya analisanya bisa positif 🤣",@Ipman07,0,,3 minggu yang lalu,1779546143.258953
UgxE_0J_aTOYBR9kCot4AaABAg,Dari 2011 new normalnya melemah terus. Parah ni negara. Gimana mau cinta rupiah kalau nilai tukarnya buruk begini,@jonpaul3868,0,,3 minggu yang lalu,1779546143.258953
UgyGdX7HhhuHNN05hwV4AaABAg,"mann, so hopeless lah ya",@abduhalim810,0,,3 minggu yang lalu,1779546143.258953
UgwZn2_XdHU5jK_ZBZ54AaABAg,Kocak opo koclok,@ArisMujono-e3p,0,,3 minggu yang lalu,1779546143.258953
UgwRXt_21qBrqwBEB1x4AaABAg,"bertahun tahun ngebet amat jadi presiden, sekalinya jadi langsung mencret",@-savy-,0,,3 minggu yang lalu,1779546143.275614
UgwdH2Wv-X31XQtffIJ4AaABAg,"Untung gua nimbun dollar di paypal mukai 5 tahun lalu waktu masih kurs 14ribuan dan belum gua cairkan
Hasil transaksi sama orang asing, mayan lah",@johnweack,0,,3 minggu yang lalu,1779546143.275614
Ugwqbb8_DkggfwRnA0R4AaABAg,"Dgn kata kain negara lain lagi pesta karena dollar melemah, tpi indo menangis karena pemerintah gk paham peluang 😅",@DogeRider985,0,,3 minggu yang lalu,1779546143.275614
UgwVP4V9PyGh-mIkAS94AaABAg,"Thank You Bro Leon...
krna pengajaran yg super sederhana by compare, by data, by grafik & by year to year...
hari demi hari saya semakin terbuka matanya ke depan harus bagaimana untuk berkembang & bertumbuh dlm bidang saya + semakin mengerti perputaran mata uang di setiap negara...

semakin menjadi terang & garam Bro Leon
GOD BLESS U & FAM...",@suryairawan348,6,,3 minggu yang lalu,1779546143.275614
UgwmumnD1WG_9PJKMYx4AaABAg,"Pekerjaan loe gaada harganya 😂, mending cari cara gimana caranya kerja di luar negeri. Cuci piring kerja 2 minggi dah dapet iphone terbaru di negara maju😂",@dwiyulianto5558,0,,3 minggu yang lalu (diedit),1779546143.275614
UgyTlPzSXa4H7FC5qE14AaABAg,"boros di 
MBG nya",@peterloei9223,0,,3 minggu yang lalu,1779546143.275614
UgxixdZkqqkmQv1J4z54AaABAg,Harus coba ahok jd presiden,@barrysiantoro6590,0,,3 minggu yang lalu,1779546143.275614
UgzwwbpHblbm0QFdEqd4AaABAg,Ngeri komentarnya banyak buzzer2 bayaran asing. Semoga masyarakat indo bs kuat,@krocat3,1,,3 minggu yang lalu,1779546143.275614
Ugw9WCDct2daGAuWN-F4AaABAg,2013 mulai jaman president ngebor utang kan,@kokokiki3225,0,,3 minggu yang lalu,1779546143.275614
UgxTbKrgoefcLN2yTcZ4AaABAg,"Selama domestik dan fiskal masih begini ya jgn harap apa""",@SitiFatimah-kk1ro,0,,3 minggu yang lalu,1779546143.275614
UgwvMjFP612J5S5a4Ax4AaABAg,Singkat saja. Semua investor kabur,@sugionotani4862,0,,3 minggu yang lalu,1779546143.292164
Ugza5J8XcCbCpFtxyrx4AaABAg,"sebenarnya nilai tukar MATA UANG turun itu gak masalah asal NERACA PERDAGANGAN EKSPOR kita kuat, China malah dengan sengaja menurunkan nilai mata uangnya agar produknya keliatan lebih murah, masalahnya kita itu negara PENGIMPOR dari mulai minyak, biji plastik, gandum, gula, kedelai, bawang bombay bahkan garam, prediksi terdekat 18.250/1$ jika JEBOL 22-25rb/1$ 👈",@widhiid8053,7,3,3 minggu yang lalu,1779546143.292164
UgwePzHViPBZUTp7j4R4AaABAg,"Please keep creating, mas leon! Thank you",@indratanaya5701,1,,3 minggu yang lalu,1779546143.912066
Ugxh2jjrA_2w6Hw5NeR4AaABAg,INDON dan INDOIS PPH nya 0% karena masih ditanggung Pemerintah ko Leon,@anonym77-02,0,,3 minggu yang lalu,1779546143.912066
UgxtjfDM_1r6PiR4q1N4AaABAg,"Saya yakin klo program MBG ditunda terlebih dahulu Rupiah akan menguat, tinggal Ego pemimpin apakah bersedia itu salah satu cara mengembalikan kepercayaan Publik.",@bambangheri,0,1,3 minggu yang lalu,1779546143.912066
UgwmZ9ne-SlKYdug53V4AaABAg,Yg nyoblos kmrn nyesel ga ? Teddy bear dan bapak presiden kok opini nya ga peduli begini,@mariaf2087,0,,3 minggu yang lalu,1779546143.912066
Ugw7UFx9ajmOgrQnsL14AaABAg,"Klu di desa memang kebutuhan makanan ya masih cukup terpenuhi tapi transportasi, obat2an, pupuk jg masih beli dan tambah mahal",@77lolallo,0,,3 minggu yang lalu,1779546143.912066
Ugxv6jmSdBcTjWGGv-N4AaABAg,"Aku mau pindah ke desa ah
Kan gak pake dollar",@PianSupri-y8g6k,0,,3 minggu yang lalu,1779546143.912066
UgxzwcDE6s-p-LMIONx4AaABAg,Hari ini ada info dari menkeu klo siapkan dana 420 T untuk buy back SBN apa ini langkah yg tepat ko leon buat turunin rupiah ?,@joesteve777,0,,3 minggu yang lalu,1779546143.912066
UgywXNRx4tY8stNrOW94AaABAg,Penguasa sudah tidak dipercaya lagi ..,@kasamago,6,,3 minggu yang lalu,1779546143.925091
UgzeLOao8KUOreLu7ml4AaABAg,MASALAHNYA ADA DI PRESIDENNYA SI PRABOCOS DAN MENTRI2NYA TERMASUK SI PURBACOT YANG DENIAL BIKIN EKONOMI AWUR AWURAN,@kirimajabreekirimajabree,0,,3 minggu yang lalu,1779546143.926479
UgxGEiLzctHZpog2_dx4AaABAg,ok...back to sleep,@MrJihadkoplo,0,,3 minggu yang lalu,1779546143.926479
UgwuuWXl9ayNl53egeh4AaABAg,"yah begitulah kalo kita dijadikan sapi perahan....kita bener2 udah jadi hewan piaraan di kandang yg bisa diperas tenaga, uang, skill dsb2, untuk keuntungan orang2 yg mengelola.",@dyonne79,0,,3 minggu yang lalu,1779546143.926479
UgyBYKEk1AT0eGHG2UN4AaABAg,"Saya pikir perlu ada Action ya dari Pemerintah untuk berkomunikasi yang balance dan transparan dengan rakyat. Pemerintah harus peka dengan Topik yang lagi hangat yaitu Dollar Menguat dan program unggulannya, terus dampaknya ke rakyat apa. Karna walau bagaimanapun kan mereka yang memiliki wewenang untuk kebijakan. Data harus terbuka dan valid sifatnya, agar acuan diskusinya sama. karna, kalo datanya gak sama percuma dibahas gak bakal nyambung. 
Ibarat anak mau ngomong sama Bapaknya, gak pernah kejadian, akhirnya komunikasi jadi ruang hampa. Nah Ruang Hampa komunikasi ini yang selalu jadi masalah antara Pemerintah dan Rakyatnya. Padahal semua masalah bisa di selesaikan kalo ad komunikasi. masa satu intansi suatu kementrian gak ada sih yang bisa diajak komunikasi. percuma. kita hub call center mereka,. karna sifatnya kan satu arah doang.",@julisplace2347,0,,3 minggu yang lalu,1779546143.926479
UgyqTaxXGvrmbsW8cQR4AaABAg,"Edukasi yang sangat bermanfaat, semoga sukses ko Leon",@PenguasaJagadunia,2,,3 minggu yang lalu,1779546143.926479
Ugwx6h5bk1WmN9WdNxB4AaABAg,"Emas, Silver, Property, collectibles gak dibahas? Itu bisa jadi alternative investasi juga gak? Low risk atau high risk? Direcommend gak? Mohon masukannya. Trims",@jusufsyahrial867,0,,3 minggu yang lalu,1779546143.926479
UgxexbEgm5H-VbsMZvV4AaABAg,"Kalo gold masuknya ke less atau high risk ko? 

Soalnya kalo USD dijelaskan dalam indeks aja lagi melemah sama mata uang negara lain,",@MrDailamifirdaus,0,,3 minggu yang lalu,1779546143.926479
UgyZ49ZSwke394BKFtB4AaABAg,dikit lg  rp.17.845 perdollar . mungkin ini ingin dicapai pemerintah mendekati hari kemerdekaan pak,@razkafly,1,,3 minggu yang lalu,1779546143.926479
UgzTxRbzKP9IWggHTwJ4AaABAg,wkwk panjang lebar penjelasan eehhh..ternyata biang keroknya cuma  MBG dan Kopdes MP😂😂😂,@andrepongoh2369,0,,3 minggu yang lalu,1779546143.926479
UgwAevM1cxaksP27v3l4AaABAg,"AYO KORUPSI LANJUTKAN
ANCURKAN NEGARA INI
KORUP ITU ENAAKKK",@madechannel6370,3,,3 minggu yang lalu,1779546143.926479
UgyaQYHCCFcwp7oDgCZ4AaABAg,"Perusahaan2 swasta dan bumn telah bekerja keras, tapi pemimpin2 dan dpr dprdnya hasil money politik yg pasti berharap uangnya kembali, sukur2 cuan luber",@NasrulKholiq-xn3qu,0,,3 minggu yang lalu,1779546143.942769
UgwSXiXd9ZSglNnGiTx4AaABAg,"terima kasih pelajaran nya,50 menit saya nonton saya gak ngerti yang di omongin.serius",@SaujanaSuhendra,0,,3 minggu yang lalu,1779546143.943266
UgxMqUsiD5RcZlMtlMt4AaABAg,"menterinya YES MEN pula, haus validasi pula, udah combo maut",@muhammadihwanudin,0,,3 minggu yang lalu,1779546144.540939
UgwenQS0RyYL6Be1Cap4AaABAg,"Cmiiw, kupon dan capital gain INDON INDOIS bebas krn ditanggung pemerintah.",@zoomtan8882,0,,3 minggu yang lalu,1779546144.543939
UgwicX3YPDRyaQwaDtZ4AaABAg,kasian zimbabwe disalahin mulu :),@AlgorithmicID,0,,3 minggu yang lalu,1779546144.545787
UgxsrdpsX3a0dR2CuS54AaABAg,"Sudahlah tak usah pake data anak smp aja tau kenapa rupiah lemah. 
Mbg asuuuuu hapus",@orochimaru93,0,,3 minggu yang lalu,1779546144.547795
UgxpnmV2Tb2X_KUVnqt4AaABAg,Pembanding antara uang dong dan uang  rupiah  vs uang dolar dari tahun 2010 ... 2026,@djudijonodjupri7071,0,,3 minggu yang lalu,1779546144.548795
UgzdGCSYujZotHbJULN4AaABAg,"Stop menyalahkan asing, aseng! Jangan playing victim, Indonesia gabisa maju karena kita dijegal, bullshit! Yang bikin rusak ya pemerintah beserta sistemnya!",@juliancobain9970,57,4,3 minggu yang lalu,1779546144.550795
UgyvYwUaM6IkGdP9XI14AaABAg,"Cukup aneh tapi nyata. Sejarah terulang dengan sendirinya. 

Sudah rutin berdoa selama bbrp tahun untuk kemakmuran bangsa ini. 

Tapi faktanya: Rakyat Indonesia seperti ayam yang mati di lumbung padi. Sedangkan penguasa terlalu boros, ugal-ugalan pakai uang rakyat, anti kritik dan terlalu otoriter. Sangat menyedihkan. 

Sampai kapan akan muncul Ratu Adil?",@Sarifuddusman,0,1,3 minggu yang lalu (diedit),1779546144.551795
UgwzIwx9jqLp9kPG5Jh4AaABAg,PRABOWO PRESIDEN MBG (MALING BERKEDOK GIZI) 😅😅,@KocokKing,1,,3 minggu yang lalu,1779546144.553801
UgxbWKonIq_onmSCKe14AaABAg,2035 semoga IDR tembus 25-30 ribu biar gue makin cepat pensiun 😇,@aussa-one,0,,3 minggu yang lalu,1779546144.555795
UgxJLvIXKVMtH7ycz5B4AaABAg,"Santai aja bos...
Ntar 17 Agustus Nilai tukar kbakalan di 17845",@sunrevolver,1,,3 minggu yang lalu,1779546144.556795
Ugw_FxGIPkMl1wYYW6x4AaABAg,Ini namanya krisis global utk seluruh dunia bkn hanya Indonesia,@kathryntjakra7140,0,1,3 minggu yang lalu,1779546144.558929
UgxWiQeNZrIp0Shrl6R4AaABAg,"Masalah nya satu MBG yg ngawur, kayak bunuh nyamuk pake granat, tidak mengena, jadinya pemborosan, yg ujungnya bikin fiskal tekor dan rupiah tersungkur",@darmawan88,0,,3 minggu yang lalu,1779546144.559938
Ugxq5GmvK9gn5Y_eaA94AaABAg,"geng soros  lagi kenceng ato abis2an amunisi nih face-blue-smiling, panas2xin terus lewat lsm spt: cel10s, kurungkurawal plus profesor2 bayaran dan media2x semacam tempe dkk plus tambahin nobar party bab1 di lapis lagi persiapan demo Pelangi. WAHAI RAKYAT JANGAN MAU DIPANAS2I OLEH MEREKA2 INI, NANTI MEREKA PULA YANG MENIKMATI DARI KERIBUTAN YANG MEREKA RANCANG INI",@fendysetiawan-n5o,0,,3 minggu yang lalu,1779546144.562646
UgxDjLmJvNPqvJiPFCx4AaABAg,"Keadaan sdh spt ini tdk ada yg bisa saling mdnyalahkn bkn hanya Indonesia sj tp berdampak utk seluruh dunia semua ini krn pengaruh perang jdi berdampak utk seluruh dunia tdk boleh saling mdnyalahkn, bagian kt masyarakat hanya doakan sj spy ekonomi Indo membaik spy rupiah bisa menguat",@kathryntjakra7140,0,3,3 minggu yang lalu,1779546144.564738
Ugx_igeMNPj7VQsgwM94AaABAg,SELAMA JIWA PEMIMPIN NYA JIWA MALING.. IDR AKAN TETAP MELEMAH.. KRN INVESTOR GA PERCAYA KRN BYK MALING..,@danielwong3586,0,,3 minggu yang lalu,1779546144.565738
Ugyjn42YO7fAYfW0bZh4AaABAg,Mau di kota mau didesa sm sj km jg hrs mkn utk blanja ya pake uang yg sama rupiah kt hanya bisa doakan spy ekonomi membaik aja rupiah bisa menguat smua jg pengaruh dr perang kok,@kathryntjakra7140,0,,3 minggu yang lalu,1779546144.567738
Ugx3IWa-Skw9YDsq79h4AaABAg,Aku hanya berharap ke LANTAI KAMAR MANDI,@KingEmyu124,0,,3 minggu yang lalu,1779546144.56974
